id,predicted_sales
3000888,372.4252794494078
3000889,372.4252794494078
3000890,372.4252794494078
3000891,372.4252794494078
3000892,372.4252794494078
3000893,372.4252794494078
3000894,372.4252794494078
3000895,372.4252794494078
3000896,372.4252794494078
3000897,372.4252794494078
3000898,372.4252794494078
3000899,372.4252794494078
3000900,372.4252794494078
3000901,372.4252794494078
3000902,372.4252794494078
3000903,372.4252794494078
3000904,372.4252794494078
3000905,372.4252794494078
3000906,372.4252794494078
3000907,372.4252794494078
3000908,372.4252794494078
3000909,372.4252794494078
3000910,372.4252794494078
3000911,372.4252794494078
3000912,372.4252794494078
3000913,372.4252794494078
3000914,372.4252794494078
3000915,372.4252794494078
3000916,372.4252794494078
3000917,372.4252794494078
3000918,372.4252794494078
3000919,372.4252794494078
3000920,372.4252794494078
3000921,200.93217491482932
3000922,200.93217491482932
3000923,200.93217491482932
3000924,200.93217491482932
3000925,200.93217491482932
3000926,200.93217491482932
3000927,200.93217491482932
3000928,200.93217491482932
3000929,200.93217491482932
3000930,200.93217491482932
3000931,200.93217491482932
3000932,200.93217491482932
3000933,200.93217491482932
3000934,200.93217491482932
3000935,200.93217491482932
3000936,200.93217491482932
3000937,200.93217491482932
3000938,200.93217491482932
3000939,200.93217491482932
3000940,200.93217491482932
3000941,200.93217491482932
3000942,200.93217491482932
3000943,200.93217491482932
3000944,200.93217491482932
3000945,200.93217491482932
3000946,200.93217491482932
3000947,200.93217491482932
3000948,200.93217491482932
3000949,200.93217491482932
3000950,200.93217491482932
3000951,200.93217491482932
3000952,200.93217491482932
3000953,200.93217491482932
3000954,529.0103486221947
3000955,529.0103486221947
3000956,529.0103486221947
3000957,529.0103486221947
3000958,529.0103486221947
3000959,529.0103486221947
3000960,529.0103486221947
3000961,529.0103486221947
3000962,529.0103486221947
3000963,529.0103486221947
3000964,529.0103486221947
3000965,529.0103486221947
3000966,529.0103486221947
3000967,529.0103486221947
3000968,529.0103486221947
3000969,529.0103486221947
3000970,529.0103486221947
3000971,529.0103486221947
3000972,529.0103486221947
3000973,529.0103486221947
3000974,529.0103486221947
3000975,529.0103486221947
3000976,529.0103486221947
3000977,529.0103486221947
3000978,529.0103486221947
3000979,529.0103486221947
3000980,529.0103486221947
3000981,529.0103486221947
3000982,529.0103486221947
3000983,529.0103486221947
3000984,529.0103486221947
3000985,529.0103486221947
3000986,529.0103486221947
3000987,227.31414127429974
3000988,227.31414127429974
3000989,227.31414127429974
3000990,227.31414127429974
3000991,227.31414127429974
3000992,227.31414127429974
3000993,227.31414127429974
3000994,227.31414127429974
3000995,227.31414127429974
3000996,227.31414127429974
3000997,227.31414127429974
3000998,227.31414127429974
3000999,227.31414127429974
3001000,227.31414127429974
3001001,227.31414127429974
3001002,227.31414127429974
3001003,227.31414127429974
3001004,227.31414127429974
3001005,227.31414127429974
3001006,227.31414127429974
3001007,227.31414127429974
3001008,227.31414127429974
3001009,227.31414127429974
3001010,227.31414127429974
3001011,227.31414127429974
3001012,227.31414127429974
3001013,227.31414127429974
3001014,227.31414127429974
3001015,227.31414127429974
3001016,227.31414127429974
3001017,227.31414127429974
3001018,227.31414127429974
3001019,227.31414127429974
3001020,227.31414127429974
3001021,227.31414127429974
3001022,227.31414127429974
3001023,227.31414127429974
3001024,227.31414127429974
3001025,227.31414127429974
3001026,227.31414127429974
3001027,227.31414127429974
3001028,227.31414127429974
3001029,227.31414127429974
3001030,227.31414127429974
3001031,227.31414127429974
3001032,227.31414127429974
3001033,227.31414127429974
3001034,227.31414127429974
3001035,227.31414127429974
3001036,227.31414127429974
3001037,227.31414127429974
3001038,227.31414127429974
3001039,227.31414127429974
3001040,227.31414127429974
3001041,227.31414127429974
3001042,227.31414127429974
3001043,227.31414127429974
3001044,227.31414127429974
3001045,227.31414127429974
3001046,227.31414127429974
3001047,227.31414127429974
3001048,227.31414127429974
3001049,227.31414127429974
3001050,227.31414127429974
3001051,227.31414127429974
3001052,227.31414127429974
3001053,231.82391527578815
3001054,231.82391527578815
3001055,231.82391527578815
3001056,231.82391527578815
3001057,231.82391527578815
3001058,231.82391527578815
3001059,231.82391527578815
3001060,231.82391527578815
3001061,231.82391527578815
3001062,231.82391527578815
3001063,231.82391527578815
3001064,231.82391527578815
3001065,231.82391527578815
3001066,231.82391527578815
3001067,231.82391527578815
3001068,231.82391527578815
3001069,231.82391527578815
3001070,231.82391527578815
3001071,231.82391527578815
3001072,231.82391527578815
3001073,231.82391527578815
3001074,231.82391527578815
3001075,231.82391527578815
3001076,231.82391527578815
3001077,231.82391527578815
3001078,231.82391527578815
3001079,231.82391527578815
3001080,231.82391527578815
3001081,231.82391527578815
3001082,231.82391527578815
3001083,231.82391527578815
3001084,231.82391527578815
3001085,231.82391527578815
3001086,231.82391527578815
3001087,231.82391527578815
3001088,231.82391527578815
3001089,231.82391527578815
3001090,231.82391527578815
3001091,231.82391527578815
3001092,231.82391527578815
3001093,231.82391527578815
3001094,231.82391527578815
3001095,231.82391527578815
3001096,231.82391527578815
3001097,231.82391527578815
3001098,231.82391527578815
3001099,231.82391527578815
3001100,231.82391527578815
3001101,231.82391527578815
3001102,231.82391527578815
3001103,231.82391527578815
3001104,231.82391527578815
3001105,231.82391527578815
3001106,231.82391527578815
3001107,231.82391527578815
3001108,231.82391527578815
3001109,231.82391527578815
3001110,231.82391527578815
3001111,231.82391527578815
3001112,231.82391527578815
3001113,231.82391527578815
3001114,231.82391527578815
3001115,231.82391527578815
3001116,231.82391527578815
3001117,231.82391527578815
3001118,231.82391527578815
3001119,223.2261173612384
3001120,223.2261173612384
3001121,223.2261173612384
3001122,223.2261173612384
3001123,223.2261173612384
3001124,223.2261173612384
3001125,223.2261173612384
3001126,223.2261173612384
3001127,223.2261173612384
3001128,223.2261173612384
3001129,223.2261173612384
3001130,223.2261173612384
3001131,223.2261173612384
3001132,223.2261173612384
3001133,223.2261173612384
3001134,223.2261173612384
3001135,223.2261173612384
3001136,223.2261173612384
3001137,223.2261173612384
3001138,223.2261173612384
3001139,223.2261173612384
3001140,223.2261173612384
3001141,223.2261173612384
3001142,223.2261173612384
3001143,223.2261173612384
3001144,223.2261173612384
3001145,223.2261173612384
3001146,223.2261173612384
3001147,223.2261173612384
3001148,223.2261173612384
3001149,223.2261173612384
3001150,223.2261173612384
3001151,223.2261173612384
3001152,357.293775906125
3001153,357.293775906125
3001154,357.293775906125
3001155,357.293775906125
3001156,357.293775906125
3001157,357.293775906125
3001158,357.293775906125
3001159,357.293775906125
3001160,357.293775906125
3001161,357.293775906125
3001162,357.293775906125
3001163,357.293775906125
3001164,357.293775906125
3001165,357.293775906125
3001166,357.293775906125
3001167,357.293775906125
3001168,357.293775906125
3001169,357.293775906125
3001170,357.293775906125
3001171,357.293775906125
3001172,357.293775906125
3001173,357.293775906125
3001174,357.293775906125
3001175,357.293775906125
3001176,357.293775906125
3001177,357.293775906125
3001178,357.293775906125
3001179,357.293775906125
3001180,357.293775906125
3001181,357.293775906125
3001182,357.293775906125
3001183,357.293775906125
3001184,357.293775906125
3001185,292.9038220129506
3001186,292.9038220129506
3001187,292.9038220129506
3001188,292.9038220129506
3001189,292.9038220129506
3001190,292.9038220129506
3001191,292.9038220129506
3001192,292.9038220129506
3001193,292.9038220129506
3001194,292.9038220129506
3001195,292.9038220129506
3001196,292.9038220129506
3001197,292.9038220129506
3001198,292.9038220129506
3001199,292.9038220129506
3001200,292.9038220129506
3001201,292.9038220129506
3001202,292.9038220129506
3001203,292.9038220129506
3001204,292.9038220129506
3001205,292.9038220129506
3001206,292.9038220129506
3001207,292.9038220129506
3001208,292.9038220129506
3001209,292.9038220129506
3001210,292.9038220129506
3001211,292.9038220129506
3001212,292.9038220129506
3001213,292.9038220129506
3001214,292.9038220129506
3001215,292.9038220129506
3001216,292.9038220129506
3001217,292.9038220129506
3001218,281.1406539918213
3001219,281.1406539918213
3001220,281.1406539918213
3001221,281.1406539918213
3001222,281.1406539918213
3001223,281.1406539918213
3001224,281.1406539918213
3001225,281.1406539918213
3001226,281.1406539918213
3001227,281.1406539918213
3001228,281.1406539918213
3001229,281.1406539918213
3001230,281.1406539918213
3001231,281.1406539918213
3001232,281.1406539918213
3001233,281.1406539918213
3001234,281.1406539918213
3001235,281.1406539918213
3001236,281.1406539918213
3001237,281.1406539918213
3001238,281.1406539918213
3001239,281.1406539918213
3001240,281.1406539918213
3001241,281.1406539918213
3001242,281.1406539918213
3001243,281.1406539918213
3001244,281.1406539918213
3001245,281.1406539918213
3001246,281.1406539918213
3001247,281.1406539918213
3001248,281.1406539918213
3001249,281.1406539918213
3001250,281.1406539918213
3001251,451.1678074084272
3001252,451.1678074084272
3001253,451.1678074084272
3001254,451.1678074084272
3001255,451.1678074084272
3001256,451.1678074084272
3001257,451.1678074084272
3001258,451.1678074084272
3001259,451.1678074084272
3001260,451.1678074084272
3001261,451.1678074084272
3001262,451.1678074084272
3001263,451.1678074084272
3001264,451.1678074084272
3001265,451.1678074084272
3001266,451.1678074084272
3001267,451.1678074084272
3001268,451.1678074084272
3001269,451.1678074084272
3001270,451.1678074084272
3001271,451.1678074084272
3001272,451.1678074084272
3001273,451.1678074084272
3001274,451.1678074084272
3001275,451.1678074084272
3001276,451.1678074084272
3001277,451.1678074084272
3001278,451.1678074084272
3001279,451.1678074084272
3001280,451.1678074084272
3001281,451.1678074084272
3001282,451.1678074084272
3001283,451.1678074084272
3001284,340.27525627305596
3001285,340.27525627305596
3001286,340.27525627305596
3001287,340.27525627305596
3001288,340.27525627305596
3001289,340.27525627305596
3001290,340.27525627305596
3001291,340.27525627305596
3001292,340.27525627305596
3001293,340.27525627305596
3001294,340.27525627305596
3001295,340.27525627305596
3001296,340.27525627305596
3001297,340.27525627305596
3001298,340.27525627305596
3001299,340.27525627305596
3001300,340.27525627305596
3001301,340.27525627305596
3001302,340.27525627305596
3001303,340.27525627305596
3001304,340.27525627305596
3001305,340.27525627305596
3001306,340.27525627305596
3001307,340.27525627305596
3001308,340.27525627305596
3001309,340.27525627305596
3001310,340.27525627305596
3001311,340.27525627305596
3001312,340.27525627305596
3001313,340.27525627305596
3001314,340.27525627305596
3001315,340.27525627305596
3001316,340.27525627305596
3001317,324.52640794420006
3001318,324.52640794420006
3001319,324.52640794420006
3001320,324.52640794420006
3001321,324.52640794420006
3001322,324.52640794420006
3001323,324.52640794420006
3001324,324.52640794420006
3001325,324.52640794420006
3001326,324.52640794420006
3001327,324.52640794420006
3001328,324.52640794420006
3001329,324.52640794420006
3001330,324.52640794420006
3001331,324.52640794420006
3001332,324.52640794420006
3001333,324.52640794420006
3001334,324.52640794420006
3001335,324.52640794420006
3001336,324.52640794420006
3001337,324.52640794420006
3001338,324.52640794420006
3001339,324.52640794420006
3001340,324.52640794420006
3001341,324.52640794420006
3001342,324.52640794420006
3001343,324.52640794420006
3001344,324.52640794420006
3001345,324.52640794420006
3001346,324.52640794420006
3001347,324.52640794420006
3001348,324.52640794420006
3001349,324.52640794420006
3001350,187.2391645411607
3001351,187.2391645411607
3001352,187.2391645411607
3001353,187.2391645411607
3001354,187.2391645411607
3001355,187.2391645411607
3001356,187.2391645411607
3001357,187.2391645411607
3001358,187.2391645411607
3001359,187.2391645411607
3001360,187.2391645411607
3001361,187.2391645411607
3001362,187.2391645411607
3001363,187.2391645411607
3001364,187.2391645411607
3001365,187.2391645411607
3001366,187.2391645411607
3001367,187.2391645411607
3001368,187.2391645411607
3001369,187.2391645411607
3001370,187.2391645411607
3001371,187.2391645411607
3001372,187.2391645411607
3001373,187.2391645411607
3001374,187.2391645411607
3001375,187.2391645411607
3001376,187.2391645411607
3001377,187.2391645411607
3001378,187.2391645411607
3001379,187.2391645411607
3001380,187.2391645411607
3001381,187.2391645411607
3001382,187.2391645411607
3001383,257.7512446893599
3001384,257.7512446893599
3001385,257.7512446893599
3001386,257.7512446893599
3001387,257.7512446893599
3001388,257.7512446893599
